BirthDate,Colleges,Feet,From,Inches,Player,PlayerAdditional,Pos,To,Weight,_id
May 30 1943,,5,1969,3,Penny Early,earlype01,G,1969,114,63af8fcbabaabaf6d8915b5c
May 10 2001,Cincinnati LSU,6,2023,8,Tari Eason,easonta01,F,2023,216,63af8fcbabaabaf6d8915b5d
January 24 1957,UCLA,7,1983,4,Mark Eaton,eatonma01,C,1993,275,63af8fcbabaabaf6d8915b5e
February 8 1959,Louisville,6,1983,4,Jerry Eaves,eavesje01,G,1987,180,63af8fcbabaabaf6d8915b5f
October 28 1989,West Virginia,6,2011,9,Devin Ebanks,ebankde01,F,2013,215,63af8fcbabaabaf6d8915b60
October 7 1935,Detroit Mercy,6,1958,4,Bill Ebben,ebbenbi01,G,1958,190,63af8fcbabaabaf6d8915b61
May 10 1952,Missouri,6,1975,6,Al Eberhard,eberhal01,F,1978,225,63af8fcbabaabaf6d8915b62
June 18 1984,,6,2004,9,Ndudi Ebi,ebind01,F,2005,200,63af8fcbabaabaf6d8915b63
August 31 1951,Louisiana,6,1974,9,Roy Ebron,ebronro01,C,1974,220,63af8fcbabaabaf6d8915b64
April 27 1997,Trinity Valley CC Wichita State,6,2022,11,Jaime Echenique,echenja01,C,2022,258,63af8fcbabaabaf6d8915b65
October 30 1991,Virginia Tech,6,2016,7,Jarell Eddie,eddieja01,G-F,2018,218,63af8fcbabaabaf6d8915b66
December 27 1967,Arkansas State University Ole Miss,6,1992,11,Patrick Eddie,eddiepa01,C,1992,240,63af8fcbabaabaf6d8915b67
December 27 1922,Illinois,6,1950,3,Dike Eddleman,eddledi01,F-G,1953,189,63af8fcbabaabaf6d8915b68
May 24 1962,Virginia,6,1985,8,Kenton Edelin,edelike01,F,1985,205,63af8fcbabaabaf6d8915b69
February 23 1950,LeMoyne-Owen College,6,1974,6,Charles Edge,edgech01,F,1975,210,63af8fcbabaabaf6d8915b6a
March 8 1941,Tennessee State,6,1968,6,Bobby Edmonds,edmonbo01,F,1970,220,63af8fcbabaabaf6d8915b6b
September 28 1960,Purdue,6,1983,5,Keith Edmonson,edmonke01,G,1984,195,63af8fcbabaabaf6d8915b6c
February 14 1973,UCLA,5,1996,10,Tyus Edney,edneyty01,G,2001,152,63af8fcbabaabaf6d8915b6d
August 5 2001,Georgia,6,2021,4,Anthony Edwards,edwaran01,G,2023,225,63af8fcbabaabaf6d8915b6e
September 22 1971,Wright State University,6,1994,8,Bill Edwards,edwarbi01,F,1994,215,63af8fcbabaabaf6d8915b6f
October 31 1965,East Carolina University,6,1990,4,Blue Edwards,edwarbl01,G-F,1999,200,63af8fcbabaabaf6d8915b70
March 12 1998,Purdue,5,2020,11,Carsen Edwards,edwarca01,G,2022,200,63af8fcbabaabaf6d8915b71
March 5 1979,Central Connecticut State University,6,2005,9,Corsley Edwards,edwarco01,F,2005,275,63af8fcbabaabaf6d8915b72
January 21 1971,Florida State,6,1994,7,Doug Edwards,edwardo01,F,1996,220,63af8fcbabaabaf6d8915b73
February 2 1959,Cleveland State University,6,1982,1,Franklin Edwards,edwarfr01,G,1988,170,63af8fcbabaabaf6d8915b74
November 22 1955,Washington,7,1978,1,James Edwards,edwarja01,C-F,1996,225,63af8fcbabaabaf6d8915b75
January 3 1969,Indiana,6,1990,4,Jay Edwards,edwarja02,G,1990,185,63af8fcbabaabaf6d8915b76
July 31 1981,Kent State University,7,2005,1,John Edwards,edwarjo01,C,2006,275,63af8fcbabaabaf6d8915b77
August 9 2000,Pepperdine,6,2022,8,Kessler Edwards,edwarke02,F,2023,215,63af8fcbabaabaf6d8915b78
October 30 1965,DePaul,6,1989,3,Kevin Edwards,edwarke01,G,2001,190,63af8fcbabaabaf6d8915b79
January 20 1997,Cleveland State University Arizona State,6,2022,5,Rob Edwards,edwarro01,G,2022,205,63af8fcbabaabaf6d8915b7a
May 31 1987,Little Rock,6,2014,7,Shane Edwards,edwarsh01,F,2014,220,63af8fcbabaabaf6d8915b7b
April 5 1996,Purdue,6,2019,8,Vince Edwards,edwarvi01,F,2019,225,63af8fcbabaabaf6d8915b7c
January 31 1939,Providence,5,1962,11,Johnny Egan,eganjo01,G,1972,180,63af8fcbabaabaf6d8915b7d
June 8 1918,Oklahoma State,6,1949,1,Lonnie Eggleston,egglelo01,G,1949,170,63af8fcbabaabaf6d8915b7e
March 10 1923,Purdue,6,1948,3,Bulbs Ehlers,ehlerbu01,F-G,1949,198,63af8fcbabaabaf6d8915b7f
August 11 1961,Odessa College Washington State,6,1984,6,Craig Ehlo,ehlocr01,G-F,1997,180,63af8fcbabaabaf6d8915b80
October 21 1933,SE Missouri State,6,1962,3,Rich Eichhorst,eichhdi01,G,1962,200,63af8fcbabaabaf6d8915b81
December 4 1972,Boston College,6,1995,2,Howard Eisley,eisleho01,G,2006,177,63af8fcbabaabaf6d8915b82
August 22 1975,Maryland,6,2000,9,Obinna Ekezie,ekeziob01,F-C,2005,270,63af8fcbabaabaf6d8915b83
April 25 1979,UConn,5,2001,10,Khalid El-Amin,elamikh01,G,2001,200,63af8fcbabaabaf6d8915b84
July 24 1918,Hamline University,6,1947,2,Don Eliason,eliasdo01,F,1947,210,63af8fcbabaabaf6d8915b85
November 26 1963,American International College,6,1991,5,Mario Elie,eliema01,G-F,2001,210,63af8fcbabaabaf6d8915b86
June 16 2000,Washington State,6,2021,6,CJ Elleby,ellebcj01,F,2022,200,63af8fcbabaabaf6d8915b87
November 18 1922,West Texas A&M University,6,1949,8,Ray Ellefson,ellefra01,C,1951,230,63af8fcbabaabaf6d8915b88
January 13 1997,Marquette,6,2017,10,Henry Ellenson,ellenhe01,F,2021,240,63af8fcbabaabaf6d8915b89
November 29 1987,UNC,6,2010,4,Wayne Ellington,ellinwa01,G,2022,207,63af8fcbabaabaf6d8915b8a
August 18 1955,Arizona,6,1979,9,Bob Elliott,elliobo01,C-F,1981,225,63af8fcbabaabaf6d8915b8b
February 2 1968,Arizona,6,1990,8,Sean Elliott,elliose01,F,2001,205,63af8fcbabaabaf6d8915b8c
August 8 1954,Marquette,6,1978,9,Bo Ellis,ellisbo02,F,1980,197,63af8fcbabaabaf6d8915b8d
February 11 1936,Niagara University,6,1959,5,Boo Ellis,ellisbo01,F,1960,185,63af8fcbabaabaf6d8915b8e
August 6 1960,Tennessee,6,1984,7,Dale Ellis,ellisda01,G-F,2000,205,63af8fcbabaabaf6d8915b8f
October 7 1970,Morehouse College,6,1994,5,Harold Ellis,ellisha01,G,1998,200,63af8fcbabaabaf6d8915b90
May 3 1944,San Francisco,6,1967,6,Joe Ellis,ellisjo01,F-G,1974,175,63af8fcbabaabaf6d8915b91
January 8 2000,Florida SouthWestern State College Alabama,6,2023,6,Keon Ellis,elliske01,G,2023,175,63af8fcbabaabaf6d8915b92
May 5 1970,Notre Dame,6,1993,8,LaPhonso Ellis,ellisla01,F,2003,240,63af8fcbabaabaf6d8915b93
April 28 1969,Kentucky Syracuse,6,1992,9,LeRon Ellis,ellisle02,F-C,1996,225,63af8fcbabaabaf6d8915b94
March 10 1940,"St. John's",6,1963,10,Leroy Ellis,ellisle01,C-F,1976,210,63af8fcbabaabaf6d8915b95
October 26 1985,,6,2006,3,Monta Ellis,ellismo01,G,2017,185,63af8fcbabaabaf6d8915b96
April 3 1967,Louisville,6,1990,9,Pervis Ellison,ellispe01,F-C,2001,210,63af8fcbabaabaf6d8915b97
March 28 1952,Maryland,6,1975,9,Len Elmore,elmorle01,C-F,1984,220,63af8fcbabaabaf6d8915b98
February 28 1976,California,7,2004,1,Francisco Elson,elsonfr01,C,2012,235,63af8fcbabaabaf6d8915b99
August 15 1952,UNC,6,1975,4,Darrell Elston,elstoda01,G,1977,190,63af8fcbabaabaf6d8915b9a
May 2 1978,Fresno State,6,2003,10,Melvin Ely,elyme01,C,2014,260,63af8fcbabaabaf6d8915b9b
March 16 1994,Kansas,7,2017,1,Joel Embiid,embiijo01,C,2023,280,63af8fcbabaabaf6d8915b9c
August 27 1982,Texas Tech,6,2005,5,Andre Emmett,emmetan01,F,2012,230,63af8fcbabaabaf6d8915b9e
March 2 1918,University of Akron,6,1947,2,Ned Endress,endrene01,F-G,1947,200,63af8fcbabaabaf6d8915b9f
December 6 1965,University of California Irvine,6,1989,8,Wayne Engelstad,englewa01,F,1989,245,63af8fcbabaabaf6d8915ba0
March 1 1959,Minnesota Wyoming,6,1983,11,Chris Engler,englech01,C,1988,245,63af8fcbabaabaf6d8915ba1
July 11 1967,Virginia Union University,6,1991,3,A.J. English,engliaj01,G,1992,175,63af8fcbabaabaf6d8915ba2
December 26 1946,Rhode Island,6,1971,4,Claude English,englicl01,F,1971,185,63af8fcbabaabaf6d8915ba4
February 4 1970,South Carolina,6,1993,4,Jo Jo English,englijo01,G,1995,195,63af8fcbabaabaf6d8915ba5
September 24 1988,Missouri,6,2013,6,Kim English,engliki01,G,2013,200,63af8fcbabaabaf6d8915ba6
October 20 1950,Texas-El Paso,6,1973,6,Scott English,englisc01,F,1975,205,63af8fcbabaabaf6d8915ba7
October 21 1917,Wisconsin,6,1950,5,Gene Englund,engluge01,F-C,1950,205,63af8fcbabaabaf6d8915ba8
July 1 1990,Cal State Long Beach,6,2015,6,James Ennis III,ennisja01,F,2022,215,63af8fcbabaabaf6d8915ba9
August 24 1994,Syracuse,6,2015,3,Tyler Ennis,ennisty01,G,2018,194,63af8fcbabaabaf6d8915baa
August 20 1956,Norfolk State,6,1979,6,Ray Epps,eppsra01,F,1979,195,63af8fcbabaabaf6d8915bab
July 28 1986,,7,2011,1,Semih Erden,erdense01,C,2012,240,63af8fcbabaabaf6d8915bac
July 30 1932,Niagara University,6,1958,3,Bo Erias,eriasbo01,F,1958,220,63af8fcbabaabaf6d8915bad
April 19 1944,UCLA,6,1966,5,Keith Erickson,erickke01,F-G,1977,195,63af8fcbabaabaf6d8915bae
May 30 1975,Northwestern,6,2000,11,Evan Eschmeyer,eschmev01,C,2003,255,63af8fcbabaabaf6d8915bb0
January 21 1924,Kansas,6,1949,5,Jack Eskridge,eskrija01,C-F,1949,200,63af8fcbabaabaf6d8915bb1
March 1 1969,,6,1996,3,Vincenzo Esposito,esposvi01,G,1996,198,63af8fcbabaabaf6d8915bb2
February 1 1997,Oregon State,6,2019,9,Drew Eubanks,eubandr01,F,2023,245,63af8fcbabaabaf6d8915bb3
March 3 1947,Boston College,6,1970,1,Billy Evans,evansbi01,G,1970,170,63af8fcbabaabaf6d8915bb4
May 31 1925,Butler,6,1950,2,Bob Evans,evansbo01,G,1950,175,63af8fcbabaabaf6d8915bb5
September 13 1973,Indiana,6,1997,8,Brian Evans,evansbr01,F,1999,220,63af8fcbabaabaf6d8915bb6
November 11 1955,USC UNLV,6,1980,8,Earl Evans,evansea01,F,1980,202,63af8fcbabaabaf6d8915bb7
June 18 1997,Cincinnati,6,2019,4,Jacob Evans,evansja02,G-F,2020,210,63af8fcbabaabaf6d8915bb8
July 26 1996,Oklahoma State,6,2018,1,Jawun Evans,evansja01,G,2019,185,63af8fcbabaabaf6d8915bb9
October 24 1987,Western Kentucky,6,2011,9,Jeremy Evans,evansje01,F,2018,200,63af8fcbabaabaf6d8915bba
November 8 1978,Wichita State Texas,6,2002,5,Maurice Evans,evansma01,G,2012,220,63af8fcbabaabaf6d8915bbb
April 19 1955,Kansas State,6,1980,1,Mike Evans,evansmi01,G,1988,170,63af8fcbabaabaf6d8915bbc
May 18 1980,Iowa,6,2003,8,Reggie Evans,evansre01,F,2015,245,63af8fcbabaabaf6d8915bbd
September 19 1989,Memphis,6,2010,6,Tyreke Evans,evansty01,G-F,2019,220,63af8fcbabaabaf6d8915bbe
March 26 1983,Duke,6,2006,3,Daniel Ewing,ewingda01,G,2007,185,63af8fcbabaabaf6d8915bbf
May 20 1984,Indiana Georgetown,6,2011,8,Patrick Ewing,ewingpa02,F,2011,235,63af8fcbabaabaf6d8915bc1
July 13 1995,,6,2015,5,Dante Exum,exumda01,G,2021,214,63af8fcbabaabaf6d8915bc2
June 22 1989,,6,2011,5,Christian Eyenga,eyengch01,F,2012,210,63af8fcbabaabaf6d8915bc3
October 21 1989,Vanderbilt,6,2013,11,Festus Ezeli,ezelife01,C,2016,255,63af8fcbabaabaf6d8915bc4
March 21 1922,Rhode Island,6,1948,3,Johnny Ezersky,ezersjo01,F-G,1950,175,63af8fcbabaabaf6d8915bc5
May 15 1917,Pitt,6,1947,1,Joe Fabel,fabeljo01,F-G,1947,190,63af8fcbabaabaf6d8915bc6
April 28 1943,Palomar College BYU,6,1966,8,John Fairchild,faircjo01,F,1970,205,63af8fcbabaabaf6d8915bc7
December 10 1995,Central Florida,7,2020,6,Tacko Fall,fallta01,C,2022,311,63af8fcbabaabaf6d8915bc8
April 3 1924,City College of New York,6,1949,1,Phil Farbman,farbmph01,F,1949,185,63af8fcbabaabaf6d8915bc9
November 19 1989,Morehead State University,6,2012,8,Kenneth Faried,farieke01,F-C,2019,220,63af8fcbabaabaf6d8915bca
April 13 1932,Indiana,6,1955,4,Dick Farley,farledi01,G-F,1959,190,63af8fcbabaabaf6d8915bcb
November 30 1986,UCLA,6,2007,2,Jordan Farmar,farmajo01,G,2017,180,63af8fcbabaabaf6d8915bcc
October 7 1981,USC,6,2007,5,Desmon Farmer,farmede01,G,2009,220,63af8fcbabaabaf6d8915bcd
September 23 1964,Alabama,6,1988,4,Jim Farmer,farmeji01,G,1994,190,63af8fcbabaabaf6d8915bce
September 26 1936,San Francisco,6,1959,7,Mike Farmer,farmemi01,F,1966,210,63af8fcbabaabaf6d8915bcf
January 3 1970,San Jose State Nebraska,6,1998,9,Tony Farmer,farmeto01,F,2000,244,63af8fcbabaabaf6d8915bd0
September 2 1921,Notre Dame,6,1947,5,Bob Faught,faughbo01,F,1947,185,63af8fcbabaabaf6d8915bd1
May 5 1988,,6,2014,11,Vítor Luiz Faverani,favervi01,C,2014,260,63af8fcbabaabaf6d8915bd2
July 15 1991,Georgia Tech,6,2011,9,Derrick Favors,favorde01,F-C,2022,265,63af8fcbabaabaf6d8915bd3
June 17 1985,Nevada,6,2008,11,Nick Fazekas,fazekni01,F,2008,235,63af8fcbabaabaf6d8915bd4
December 10 1940,Florida State,6,1963,6,Dave Fedor,fedorda01,F,1963,190,63af8fcbabaabaf6d8915bd5
January 2 1920,Santa Clara,6,1947,3,Bob Feerick,feeribo01,F-G,1950,190,63af8fcbabaabaf6d8915bd6
May 19 1954,Vanderbilt,6,1977,4,Butch Feher,feherbu01,G,1977,185,63af8fcbabaabaf6d8915bd7
July 3 1974,Michigan State,6,1997,9,Jamie Feick,feickja01,C,2001,255,63af8fcbabaabaf6d8915bd8
August 6 1931,DePaul,6,1956,3,Ron Feiereisel,feierro01,G,1956,185,63af8fcbabaabaf6d8915bd9
July 2 1928,Kentucky,6,1950,1,George Feigenbaum,feigege01,G,1953,185,63af8fcbabaabaf6d8915bda
June 8 1962,Texas-El Paso,6,1987,11,Dave Feitl,feitlda01,C,1992,235,63af8fcbabaabaf6d8915bdb
March 29 1995,Oakland,5,2017,9,Kay Felder,feldeka01,G,2018,176,63af8fcbabaabaf6d8915bdc
July 7 1992,,6,2016,11,Cristiano Felício,feliccr01,F-C,2021,270,63af8fcbabaabaf6d8915bdd
August 17 1990,Arizona State,6,2014,6,Carrick Felix,felixca01,G,2014,201,63af8fcbabaabaf6d8915bde
October 4 1981,Fresno State,6,2006,9,Noel Felix,felixno01,F,2006,225,63af8fcbabaabaf6d8915bdf
December 10 1930,Long Island University,6,1954,11,Ray Felix,felixra01,C,1962,220,63af8fcbabaabaf6d8915be0
June 26 1984,UNC,6,2006,1,Raymond Felton,feltora01,G,2019,205,63af8fcbabaabaf6d8915be1
June 12 1929,Northwestern,6,1952,1,Jake Fendley,fendlja01,G,1953,180,63af8fcbabaabaf6d8915be2
February 8 1922,Manhattan College,6,1947,3,Warren Fenley,fenlewa01,F,1947,190,63af8fcbabaabaf6d8915be3
July 22 1977,Missouri Detroit Mercy,6,2004,7,Desmond Ferguson,fergude01,G-F,2004,203,63af8fcbabaabaf6d8915be4
May 17 1998,,6,2018,6,Terrance Ferguson,fergute01,G-F,2021,190,63af8fcbabaabaf6d8915be5
April 4 1985,,6,2009,6,Rudy Fernández,fernaru01,G,2012,185,63af8fcbabaabaf6d8915be6
August 15 1998,Maryland,6,2020,9,Bruno Fernando,fernabr01,F,2023,240,63af8fcbabaabaf6d8915be7
November 1 1953,San Francisco,6,1976,10,Eric Fernsten,fernser01,C-F,1984,205,63af8fcbabaabaf6d8915be8
July 6 1933,Michigan State,6,1956,4,Al Ferrari,ferraal01,G-F,1963,190,63af8fcbabaabaf6d8915be9
May 24 1964,Houston,7,1989,1,Rolando Ferreira,ferrero01,C,1989,240,63af8fcbabaabaf6d8915bea
February 28 1965,Georgia Tech,6,1989,7,Duane Ferrell,ferredu01,F-G,1999,209,63af8fcbabaabaf6d8915beb
May 9 1993,Indiana,6,2017,1,Yogi Ferrell,ferreyo01,G,2021,178,63af8fcbabaabaf6d8915bec
July 29 1925,Utah,6,1949,2,Arnie Ferrin,ferriar01,F-G,1951,180,63af8fcbabaabaf6d8915bed
May 31 1937,Saint Louis,6,1960,8,Bob Ferry,ferrybo01,C-F,1969,230,63af8fcbabaabaf6d8915bee
October 17 1966,Duke,6,1991,10,Danny Ferry,ferryda01,F,2003,230,63af8fcbabaabaf6d8915bef
December 24 1986,,7,2008,1,Kyrylo Fesenko,fesenky01,C,2012,288,63af8fcbabaabaf6d8915bf0
October 20 1949,Brandywine Junior College La Salle,6,1972,3,Bobby Fields,fieldbo01,G,1972,175,63af8fcbabaabaf6d8915bf1
February 9 1962,UCLA,6,1985,5,Kenny Fields,fieldke01,F-G,1988,220,63af8fcbabaabaf6d8915bf2
June 27 1988,Stanford,6,2011,7,Landry Fields,fieldla01,F,2015,210,63af8fcbabaabaf6d8915bf3
February 5 1944,Tennessee Technological University,6,1968,5,Ron Filipek,filipro01,F,1968,205,63af8fcbabaabaf6d8915bf4
March 7 1947,Cheyney (PA),7,1971,1,Greg Fillmore,fillmgr01,C,1972,240,63af8fcbabaabaf6d8915bf5
February 16 1951,Memphis,6,1974,2,Larry Finch,finchla01,G,1975,185,63af8fcbabaabaf6d8915bf6
April 20 1942,Dayton,7,1967,1,Hank Finkel,finkeha01,C,1975,240,63af8fcbabaabaf6d8915bf7
March 6 1973,Wisconsin,6,1996,7,Michael Finley,finlemi01,G-F,2010,215,63af8fcbabaabaf6d8915bf8
May 29 1928,"St. John's",6,1953,1,Danny Finn,finnda01,G,1955,185,63af8fcbabaabaf6d8915bf9
May 4 1993,Florida,6,2017,7,Dorian Finney-Smith,finnedo01,F,2023,220,63af8fcbabaabaf6d8915bfa
November 18 1969,UNC Wilmington,6,1995,11,Matt Fish,fishma01,C,1997,235,63af8fcbabaabaf6d8915bfb
August 9 1974,Little Rock,6,1997,1,Derek Fisher,fishede01,G,2014,200,63af8fcbabaabaf6d8915bfc
October 27 1948,Trinidad State Junior College Colorado State,6,1972,5,Rick Fisher,fisheri01,F,1972,215,63af8fcbabaabaf6d8915bfd
August 12 1982,Kentucky,6,2006,3,Gerald Fitch,fitchge01,G,2006,188,63af8fcbabaabaf6d8915bfe
July 4 1997,"South Florida Saint Mary's",6,2021,8,Malik Fitts,fittsma01,F,2022,230,63af8fcbabaabaf6d8915bff
March 14 1923,Seton Hall,6,1947,5,Bob Fitzgerald,fitzgbo01,F-C,1949,190,63af8fcbabaabaf6d8915c00
November 18 1920,Fordham,6,1947,2,Dick Fitzgerald,fitzgdi01,F,1948,175,63af8fcbabaabaf6d8915c01
August 10 1978,Iowa State,6,2001,9,Marcus Fizer,fizerma01,F,2006,262,63af8fcbabaabaf6d8915c02
February 14 1922,NYU,6,1947,2,Jerry Fleishman,fleisje01,G-F,1953,190,63af8fcbabaabaf6d8915c03
April 5 1954,Arizona,6,1978,7,Al Fleming,flemial01,F,1978,215,63af8fcbabaabaf6d8915c04
July 25 1933,Niagara University,6,1956,3,Ed Fleming,flemied01,G-F,1960,189,63af8fcbabaabaf6d8915c05
February 4 1962,Georgia,6,1985,5,Vern Fleming,flemive01,G,1996,185,63af8fcbabaabaf6d8915c06
April 11 1981,Rutgers University Manhattan College,6,2005,2,Luis Flores,florelu01,G,2005,200,63af8fcbabaabaf6d8915c07
June 13 1957,Notre Dame,6,1983,8,Bruce Flowers,flowebr01,F,1983,225,63af8fcbabaabaf6d8915c08
March 6 1960,Georgetown,6,1983,3,Sleepy Floyd,floydsl01,G,1995,170,63af8fcbabaabaf6d8915c09
February 6 1989,Syracuse,6,2010,1,Jonny Flynn,flynnjo01,G,2012,185,63af8fcbabaabaf6d8915c0a
May 10 1998,Washington State San Diego State,6,2021,1,Malachi Flynn,flynnma01,G,2023,175,63af8fcbabaabaf6d8915c0b
July 31 1953,Kentucky,6,1976,2,Mike Flynn,flynnmi01,G,1978,180,63af8fcbabaabaf6d8915c0c
March 19 1953,Canisius,6,1976,5,Larry Fogle,foglela01,G,1976,205,63af8fcbabaabaf6d8915c0d
April 19 1939,Holy Cross,6,1963,3,Jack Foley,foleyja01,F,1963,170,63af8fcbabaabaf6d8915c0e
April 16 1975,Washington State,6,2002,4,Isaac Fontaine,fontais01,G,2002,210,63af8fcbabaabaf6d8915c0f
November 1 1948,University of Maryland Eastern Shore,6,1971,4,Levi Fontaine,fontale01,G,1971,190,63af8fcbabaabaf6d8915c10
December 9 1995,,6,2023,8,Simone Fontecchio,fontesi01,F,2023,209,63af8fcbabaabaf6d8915c11
July 14 1987,Cornell,7,2012,1,Jeff Foote,footeje01,C,2012,265,63af8fcbabaabaf6d8915c12
July 23 1993,Michigan State,6,2017,2,Bryn Forbes,forbebr01,G,2023,205,63af8fcbabaabaf6d8915c13
February 25 1985,Virginia UMass,6,2011,7,Gary Forbes,forbega01,F,2012,220,63af8fcbabaabaf6d8915c14
December 22 1997,Wisconsin,6,2022,8,Aleem Ford,fordal03,F,2022,220,63af8fcbabaabaf6d8915c15
October 31 1971,Mississippi Valley State University,6,1994,1,Alphonso Ford,fordal01,G,1995,190,63af8fcbabaabaf6d8915c16
May 29 1981,Houston,6,2002,9,Alton Ford,fordal02,F,2004,275,63af8fcbabaabaf6d8915c17
January 26 1950,Purdue,6,1973,7,Bob Ford,fordbo01,F,1973,228,63af8fcbabaabaf6d8915c18
January 11 1949,Villanova,6,1973,5,Chris Ford,fordch01,G-F,1982,190,63af8fcbabaabaf6d8915c19
December 31 1952,New Mexico UC Santa Barbara,6,1976,9,Don Ford,forddo01,F,1982,215,63af8fcbabaabaf6d8915c1a
April 29 1945,University of Maryland Eastern Shore,6,1971,3,Jake Ford,fordja01,G,1972,180,63af8fcbabaabaf6d8915c1b
February 9 1956,UNC,6,1979,2,Phil Ford,fordph01,G,1985,175,63af8fcbabaabaf6d8915c1c
January 9 1982,Clemson,6,2006,9,Sharrod Ford,fordsh02,F,2006,225,63af8fcbabaabaf6d8915c1d
August 26 1972,University of Illinois at Chicago,6,1996,7,Sherell Ford,fordsh01,F,1996,210,63af8fcbabaabaf6d8915c1e
March 24 1983,Texas,6,2004,1,T.J. Ford,fordtj01,G,2012,165,63af8fcbabaabaf6d8915c1f
January 17 1926,NYU,5,1949,10,Donnie Forman,formado01,G,1949,175,63af8fcbabaabaf6d8915c20
July 8 1954,Grand Canyon University,6,1978,10,Bayard Forrest,forreba01,C,1979,235,63af8fcbabaabaf6d8915c21
June 12 1998,Florida State,6,2021,4,Trent Forrest,forretr01,G,2023,210,63af8fcbabaabaf6d8915c22
March 23 1981,UNC,6,2002,4,Joseph Forte,fortejo01,G,2003,194,63af8fcbabaabaf6d8915c23
May 23 1988,Arkansas,5,2012,11,Courtney Fortson,fortsco01,G,2012,185,63af8fcbabaabaf6d8915c24
March 27 1976,Cincinnati,6,1998,7,Danny Fortson,fortsda01,F,2007,260,63af8fcbabaabaf6d8915c25
March 18 1946,Miami University,6,1969,5,Fred Foster,fostefr01,F,1977,210,63af8fcbabaabaf6d8915c26
October 3 1968,UCLA Texas-El Paso,6,1991,11,Greg Foster,fostegr01,F-C,2003,240,63af8fcbabaabaf6d8915c27
January 16 1977,Texas State University,6,2000,11,Jeff Foster,fosteje01,F-C,2012,236,63af8fcbabaabaf6d8915c28
December 16 1951,UConn,6,1975,1,Jimmy Foster,fosteja01,G,1976,175,63af8fcbabaabaf6d8915c29
January 16 2003,,6,2023,8,Michael Foster Jr.,fostemi02,F,2023,250,63af8fcbabaabaf6d8915c2a
October 10 1960,UCLA,6,1984,1,Rod Foster,fostero01,G,1986,160,63af8fcbabaabaf6d8915c2b
April 1 1981,,6,2002,10,Antonis Fotsis,fotsian01,F,2002,219,63af8fcbabaabaf6d8915c2c
October 29 1992,,6,2013,7,Evan Fournier,fournev01,G-F,2023,205,63af8fcbabaabaf6d8915c2d
June 24 1928,La Salle,6,1951,9,Larry Foust,foustla01,C-F,1962,215,63af8fcbabaabaf6d8915c2e
February 11 1940,Saint Francis University,6,1970,1,Calvin Fowler,fowleca01,G,1970,175,63af8fcbabaabaf6d8915c2f
June 20 1927,Missouri,6,1952,8,Jerry Fowler,fowleje01,C,1952,230,63af8fcbabaabaf6d8915c30
April 11 1976,California Fresno State,6,2002,8,Tremaine Fowlkes,fowlktr01,F,2005,220,63af8fcbabaabaf6d8915c31
December 20 1997,Kentucky,6,2018,3,"De'Aaron Fox",foxde01,G,2023,185,63af8fcbabaabaf6d8915c32
August 29 1949,Jacksonville University,6,1973,2,Harold Fox,foxha01,G,1973,175,63af8fcbabaabaf6d8915c33
April 7 1943,South Carolina,6,1968,10,Jim Fox,foxji01,C-F,1977,230,63af8fcbabaabaf6d8915c34
July 24 1969,UNC,6,1992,7,Rick Fox,foxri01,F-G,2004,230,63af8fcbabaabaf6d8915c35
September 24 1983,Villanova,6,2007,4,Randy Foye,foyera01,G,2017,213,63af8fcbabaabaf6d8915c36
March 9 1975,Colgate,6,1998,10,Adonal Foyle,foylead01,C,2009,250,63af8fcbabaabaf6d8915c37
August 14 1977,Gonzaga,6,2004,5,Richie Frahm,frahmri01,G,2008,210,63af8fcbabaabaf6d8915c38
February 21 1977,Maryland,6,2000,3,Steve Francis,francst01,G,2008,195,63af8fcbabaabaf6d8915c39
April 26 1965,Western Kentucky,6,1988,10,Tellis Frank,frankte01,F-C,1994,225,63af8fcbabaabaf6d8915c3a
November 3 1913,Brooklyn College,6,1947,1,Nat Frankel,frankna01,F-G,1947,195,63af8fcbabaabaf6d8915c3b
October 19 1949,Purdue,6,1973,7,Bill Franklin,frankwi01,F,1976,220,63af8fcbabaabaf6d8915c3c
July 21 1991,San Diego State,6,2014,5,Jamaal Franklin,frankja01,G,2015,191,63af8fcbabaabaf6d8915c3d
December 18 1996,Washington State,6,2021,7,Robert Franks,frankro01,F,2021,225,63af8fcbabaabaf6d8915c3e
October 20 1945,Kansas,6,1968,7,Ron Franz,franzro01,F,1973,205,63af8fcbabaabaf6d8915c3f
August 30 1996,Tulane,6,2019,5,Melvin Frazier,frazime01,G,2022,215,63af8fcbabaabaf6d8915c40
March 8 1994,Florida,6,2020,3,Michael Frazier,frazimi01,G,2020,200,63af8fcbabaabaf6d8915c41
November 1 1990,Penn State,6,2015,1,Tim Frazier,fraziti01,G,2022,170,63af8fcbabaabaf6d8915c42
August 24 1942,Grambling State University,6,1966,7,Will Frazier,fraziwi01,C-F,1969,210,63af8fcbabaabaf6d8915c44
December 7 1964,Pepperdine,6,1989,7,Anthony Frederick,fredean01,F,1992,205,63af8fcbabaabaf6d8915c45
February 25 1989,BYU,6,2012,2,Jimmer Fredette,fredeji01,G,2019,195,63af8fcbabaabaf6d8915c46
December 9 1953,Guilford College,6,1976,2,World B. Free,freewo01,G,1988,185,63af8fcbabaabaf6d8915c47
